ID,topic,subtopic,Category,level,Hours,content,glossary,content (es)
13.2.Aims2,13,13.2,Aims,HL,,Aim 7: Complex ions could be investigated using a spectrometer data logger.,Colorimeter,Objetivo 7: Se podría investigar los colores de los iones complejos usando un espectómetro registrador de datos.
13.2.Aims3,13,13.2,Aims,HL,,Aim 8: The concentration of toxic transition metal ions needs to be carefully monitored in environmental systems.,"Quantitative analysis,Transition element/metal",Objetivo 8: Es preciso controlar cuidadosamente la concentración de los iones de los metales de transición tóxicos en los sistemas ambientales.
14.1.NoS,14,14.1,Nature of Science,HL,,"Principle of Occam’s razor—bonding theories have been modified over time. Newer theories need to remain as simple as possible while maximizing explanatory power, for example the idea of formal charge. (2.7)","Occam’s razor,Non-bonding pairs,Formal charge","Principio de la navaja de Occam: las teorías del enlace se han modificado con el transcurso del tiempo. Es preciso que las teorías más nuevas sean tan simples como sea posible a la vez que maximicen su capacidad de explicar, por ejemplo la idea de carga formal. (2.7)"
14.1.U1,14,14.1,Understandings,HL,,"Covalent bonds result from the overlap of atomic orbitals. A sigma bond (σ) is formed by the direct head-on/end-to-end overlap of atomic orbitals, resulting in electron density concentrated between the nuclei of the bonding atoms. A pi bond (π) is formed by the sideways overlap of atomic orbitals, resulting in electron density above and below the plane of the nuclei of the bonding atoms.","Sigma (σ) bond,Pi (π) bond,Covalent bond,Simple covalent bond","Los enlaces covalentes son el resultado del solapamiento de orbitales atómicos. Un enlace sigma (σ) se forma por solapamiento directo frontal/extremo con extremo de orbitales atómicos, que conlleva a una densidad electrónica concentrada entre los núcleos de los átomos que se unen. Un enlace pi (π) se forma por solapamiento lateral de orbitales atómicos, que conduce a una densidad electrónica por encima y por debajo del plano de los núcleos de los átomos que se unen."
14.1.U2,14,14.1,Understandings,HL,,Formal charge (FC) can be used to decide which Lewis (electron dot) structure is preferred from several. The FC is the charge an atom would have if all atoms in the molecule had the same electronegativity. FC = (Number of valence electrons)-½(Number of bonding electrons)-(Number of non-bonding electrons). The Lewis (electron dot) structure with the atoms having FC values closest to zero is preferred.,"﻿Atomization,Valence electrons,Electronegativity,Non-bonding pairs,Formal charge,Lone pairs,Lewis structure",La carga formal (FC) se puede usar para decidir qué estructura de Lewis (representación de electrones mediante puntos) se prefiere entre varias. La FC es la carga que un átomo tendría si todos los átomos de la molécula tuvieran la misma electronegatividad. FC = (número de electrones de valencia) - ½(número de electrones enlazantes) - (número de electrones no enlazantes). Se prefiere la estructura de Lewis (representación de electrones mediante puntos) cuyos átomos tengan valores de FC más próximos a cero.
14.1.U3,14,14.1,Understandings,HL,,Exceptions to the octet rule include some species having incomplete octets and expanded octets.,"Octet,Octet rule,Expanded octet,Incomplete octet",Las excepciones a la regla del octeto incluyen algunas especies que tienen octetos incompletos y octetos expandidos.
14.1.U4,14,14.1,Understandings,HL,,Delocalization involves electrons that are shared by/between all atoms in a molecule or ion as opposed to being localized between a pair of atoms.,"Delocalization,Localized electron","La deslocalización involucra a electrones que en una molécula o ion son compartidos por más de un par de átomos, a diferencia de los electrones que se circunscriben a un solo par de átomos."
14.1.U5,14,14.1,Understandings,HL,,Resonance involves using two or more Lewis (electron dot) structures to represent a particular molecule or ion. A resonance structure is one of two or more alternative Lewis (electron dot) structures for a molecule or ion that cannot be described fully with one Lewis (electron dot) structure alone.,"Lewis structure,Resonance hybrid","La resonancia supone la necesidad de usar dos o más estructuras de Lewis (representaciones de electrones mediante puntos) para representar una molécula o ion. Una estructura de resonancia consiste en la existencia de una, dos o más estructuras de Lewis (representación de electrones mediante puntos) alternativas para representar una molécula o ion que no se puede describir completamente con una única estructura de Lewis (representación de electrones mediante puntos)."
14.1.AS1,14,14.1,Applications and skills,HL,,Prediction whether sigma (σ) or pi (π) bonds are formed from the linear combination of atomic orbitals.,"Orbital,Sigma (σ) bond,Pi (π) bond",Predicción de la formación de enlaces sigma (σ) o pi (π) por combinación lineal de orbitales atómicos.
14.1.AS2,14,14.1,Applications and skills,HL,,Deduction of the Lewis (electron dot) structures of molecules and ions showing all valence electrons for up to six electron pairs on each atom.,"﻿Atomization,Lewis structure",Deducción de las estructuras de Lewis (representación de electrones mediante puntos) de moléculas e iones que muestran todos los electrones de valencia hasta seis pares de electrones por átomo.
14.1.AS3,14,14.1,Applications and skills,HL,,Application of FC to ascertain which Lewis (electron dot) structure is preferred from different Lewis (electron dot) structures.,Lewis structure,Aplicación de la FC para determinar qué estructura de Lewis (representación de electrones mediante puntos) tiene preferencia entre diferentes estructuras de Lewis posibles.
14.1.AS4,14,14.1,Applications and skills,HL,,Deduction using VSEPR theory of the electron domain geometry and molecular geometry with five and six electron domains and associated bond angles.,"Valence Shell Electron Pair Repulsion (VSEPR) theory,Electron domain","Deducción, usando la TRPEV, de la geometría de dominio electrónico y la geometría molecular con cinco y seis dominios y los ángulos de enlace asociados."
14.1.AS5,14,14.1,Applications and skills,HL,,Explanation of the wavelength of light required to dissociate oxygen and ozone,"Dissociation,Wavelength,Ozone,Ozone depletion,Ozone layer",Explicación de la longitud de onda necesaria para disociar el oxígeno y el ozono.
14.1.AS6,14,14.1,Applications and skills,HL,,Description of the mechanism of the catalysis of ozone depletion when catalysed by CFCs and NOx.,Atmosphere (Ozone depletion),Descripción del mecanismo de la catálisis de la disminución de la capa de ozono catalizada por los CFC y NOx.
14.1.G1,14,14.1,Guidance,HL,,The linear combination of atomic orbitals to form molecular orbitals should be covered in the context of the formation of sigma (σ) and pi (π) bonds.,"﻿Atomization,p orbital,Orbital,Sigma (σ) bond,Pi (π) bond",Se debe incluir la combinación lineal de orbitales atómicos para formar orbitales moleculares en el contexto de la formación de enlaces sigma (σ) y pi (π).
14.1.G2,14,14.1,Guidance,HL,,Molecular polarities of geometries corresponding to five and six electron domains should also be covered.,Electron domain,Se debe incluir la polaridad molecular de las geometrías correspondientes a cinco y seis dominios electrónicos.
14.1.IM1,14,14.1,International-mindedness,HL,,How has ozone depletion changed over time? What have we done as a global community to reduce ozone depletion?,"Atmosphere (Ozone depletion),Ozone,Ozone depletion,Ozone layer",¿Cómo ha variado la disminución de la capa de ozono a lo largo del tiempo? ¿Qué hemos hecho como comunidad global para reducir la disminución de la capa de ozono?
14.1.IM2,14,14.1,International-mindedness,HL,,To what extent is ozone depletion an example of both a success and a failure for solving an international environmental concern?,"Ozone,Ozone depletion,Ozone layer",¿En qué medida la disminución de la capa de ozono constituye un ejemplo de éxito y fracaso para resolver un problema ambiental internacional?
14.1.ToK1,14,14.1,Theory of Knowledge,HL,,Covalent bonding can be described using valence bond or molecular orbital theory. To what extent is having alternative ways of describing the same phenomena a strength or a weakness?,Covalent bond,El enlace covalente se puede describir usando la teoría de los enlaces de valencia o la de los orbitales moleculares. ¿En qué medida el disponer de alternativas para describir el mismo fenómeno constituye una fuerza o una debilidad?
